,year,total_works,topic_1,topic_2,topic_3,topic_4,topic_5,topic_6,topic_7,topic_8,topic_9,topic_10,topic_11,topic_12,topic_13,ENI,KL
1,1931.0,1,0.1666666666666666,1e-09,0.0833333333333333,0.1666666666666666,1e-09,1e-09,1e-09,0.25,1e-09,0.0833333333333333,0.1666666666666666,1e-09,0.0833333333333333,3.6393479416464802,1.9739739390483466
2,1933.0,1,0.1111111111111111,0.074074074074074,0.1481481481481481,0.2222222222222222,0.1111111111111111,1e-09,1e-09,0.037037037037037,0.074074074074074,1e-09,0.074074074074074,0.1481481481481481,1e-09,4.253780054377769,7.5035211379451185
3,1934.0,1,0.0684931506849315,0.0684931506849315,0.2876712328767123,0.1780821917808219,0.0547945205479452,1e-09,0.0410958904109589,0.1232876712328767,0.0136986301369863,0.0547945205479452,0.0410958904109589,0.0684931506849315,1e-09,4.329046876775576,1.819179785233432
4,1939.0,1,0.0735294117647058,0.0294117647058823,0.1911764705882352,0.1176470588235294,0.1323529411764706,0.0147058823529411,1e-09,0.2058823529411764,1e-09,0.0147058823529411,0.0588235294117647,0.1617647058823529,1e-09,4.118719381485577,0.4592341662912278
5,1943.0,1,0.0344827586206896,0.0344827586206896,0.0689655172413793,0.2758620689655172,0.1724137931034483,1e-09,1e-09,0.1379310344827586,1e-09,1e-09,0.0689655172413793,0.2068965517241379,1e-09,3.626653995336451,0.19637446582675822
6,1947.0,2,0.0517241379310344,0.10727969348659,0.1293103448275862,0.1206896551724138,0.0258620689655172,1e-09,0.0086206896551724,0.2183908045977011,0.0086206896551724,0.239463601532567,1e-09,0.0258620689655172,0.0641762452107279,4.0959268806705635,6.170996651060216
7,1948.0,1,0.0222222222222222,0.0666666666666666,0.3333333333333333,0.1333333333333333,0.0222222222222222,1e-09,0.0222222222222222,0.1333333333333333,1e-09,0.1333333333333333,0.0444444444444444,0.0666666666666666,0.0222222222222222,4.027786246260504,0.9744610601402185
8,1949.0,2,0.1930284857571214,0.0281109445277361,0.1060719640179909,0.2140179910044977,0.0888305847076461,0.0344827586206896,0.0344827586206896,0.1604197901049474,0.0281109445277361,0.0562218890554722,0.0453523238380809,1e-09,0.0108695652173913,4.5264356757676145,1.5659542566501812
9,1950.0,9,0.0946774122962989,0.0650220975778784,0.0831016242499226,0.192072633874527,0.0751157620833077,0.0122924648786717,0.0499651689306861,0.1822487498394642,0.01556234314855,0.0786647246191983,0.0452619880724455,0.0644374782305816,0.0415775521984672,5.0870383137681205,1.1940990670953069
10,1951.0,8,0.0984542451276321,0.0592120133450778,0.1841440929142541,0.1008054445554445,0.0385995053333762,0.0109570648885164,0.0005760368663594,0.1956298629685726,0.0002880184331797,0.161543149950408,0.0505386750346427,0.0110358391608391,0.0882160514216965,4.434148138376119,0.2317191748247303
11,1952.0,10,0.0794446391037817,0.0604031079583974,0.1704094181054965,0.1727697839223146,0.0359584310194205,0.0310639439515408,0.0051841085271317,0.2922373464513227,0.0002906976744186,0.082539031896647,0.0342350608048282,0.0144961240310077,0.0209683065536918,4.158448161679109,0.1276029559930019
12,1953.0,4,0.1531818181818181,0.025,0.0427272727272727,0.1477272727272727,1e-09,1e-09,1e-09,0.3186363636363636,1e-09,0.2377272727272727,0.045,0.02,0.01,3.4025868415201685,0.28665302972449874
13,1954.0,8,0.1108440687791177,0.0384756469928038,0.1549704175276958,0.158156742948676,0.0750904092789216,0.0280666696107872,0.0127541757443718,0.2985009524171927,0.0092830882352941,0.0554368486327139,0.0394550524425843,0.0099046015712682,0.0090613258185721,4.229983899894551,2.2786083409444875
14,1955.0,12,0.1726306363163477,0.0671619295312117,0.2063531180832858,0.1568103760899678,0.0415485613331868,0.027822250116869,0.0135522852942399,0.1766435648651913,0.0022284950230277,0.0665053758952946,0.031565528356162,0.0157774114579004,0.0214004676373143,4.431623707212388,0.08258186411783336
15,1956.0,10,0.0774275021564649,0.0311753355363922,0.1509742656606391,0.1410176226481201,0.0489522873871416,0.0302111279503389,0.0143724696356275,0.2562492310735693,0.0121746674378253,0.109808049528206,0.0412990902163834,0.021283979178716,0.0650543715905751,4.654860933330123,0.12407151141918168
16,1957.0,18,0.1495353549248893,0.0541447798874072,0.2037470921966311,0.1569423875265076,0.0634645095503045,0.0342312887649418,0.0085399567291391,0.1712476818742749,0.0164735591206179,0.070409205184847,0.0329970831326771,0.0242660619860567,0.0140010391217049,4.617854840878035,0.10143147639581077
17,1958.0,20,0.1367453530340593,0.024676795032486,0.1444887625915374,0.1840087347004102,0.0589574402708902,0.0546268133925433,0.0102943772940238,0.1946952540710935,0.0110794023837502,0.068490948423345,0.0309345321660627,0.0303604600007038,0.050641126639094,4.7372177482051425,0.05972264630143034
18,1959.0,20,0.1254314148241493,0.0362813820960327,0.1813597104124695,0.1640739840337911,0.099022209191492,0.0276212370786667,0.0177287642068931,0.1976938351570413,0.0060100195872912,0.0542912726440043,0.0312976566142746,0.0522977958287334,0.0068907183251598,4.572342045897777,0.06949765403122836
19,1960.0,15,0.1276304884478753,0.034037003476435,0.1708901175150123,0.1707610067524302,0.0551715743965169,0.0267761817373572,0.015279510566038,0.2500917009349663,0.0005036540520411,0.0774987647942456,0.0210672993662148,0.0393499084937044,0.010942789467162,4.31355564115883,0.0319917839687504
20,1961.0,27,0.0983650957744963,0.0412993754305787,0.1307818180688977,0.1574081854138409,0.0367181541799982,0.0192628200581713,0.0135920281424966,0.2802428319804119,0.0048323298063598,0.0884341204203401,0.0248620322791354,0.0396567071188912,0.0645445013263812,4.488162178985226,0.08515350298885534
21,1962.0,18,0.1147479400048874,0.0712216526247755,0.1887928371787282,0.1552448332167751,0.0744606172814413,0.0331269170715481,0.025068053008686,0.1724810522798532,0.0040350188554795,0.0721440326424251,0.0311082526253557,0.0409803101090843,0.0165884831009599,4.793651403341638,0.09624624204327951
22,1963.0,17,0.1100895413273004,0.049441190754567,0.1653535099881564,0.2025926985747934,0.1275471075012053,0.0316500837994996,0.0244824482047147,0.1466731404718097,0.0031367619001643,0.0502521742983767,0.0302067454727714,0.0321102784059602,0.02646431930068,4.7159192828772305,0.03693158225802724
23,1964.0,31,0.0979979892164479,0.061739777448941,0.1711774205054454,0.1591130344073285,0.0912404011755479,0.0380894545176814,0.0309942140440996,0.1750944162385729,0.0105699061499296,0.0840871691971294,0.0245554107152121,0.0461170402210442,0.0092237661626194,4.864422738354145,0.042626686484859164
24,1965.0,40,0.1403602315568975,0.0514451328076624,0.1483951933183286,0.1508337606873991,0.0951049268358483,0.0504408985822455,0.0315953718113545,0.1712405969768672,0.0132632879260091,0.0500292934496698,0.0341032257457519,0.04174743406781,0.0214406462341552,4.992710892012363,0.02886065185691905
25,1966.0,42,0.1185921921206973,0.0492696323038825,0.1717347612864917,0.151839192806512,0.1368043275402451,0.0408241884942355,0.0381237489974121,0.1473663376973214,0.0186849643773342,0.0529726139623736,0.022191326233248,0.0335148315376562,0.0180818826425896,4.925428590438572,0.019571071024895026
26,1967.0,34,0.1219027598122319,0.0448432366156595,0.1375149853721722,0.1466479658626942,0.1248970715156096,0.0418251570708257,0.0251360941161744,0.1725385739216807,0.0162127596229521,0.0552950648789605,0.033530983987367,0.0564441258995577,0.0232112213241139,5.023948615563122,0.018985143849175122
27,1968.0,29,0.1451149096077095,0.0676195235462436,0.1753420571859013,0.1632538652192116,0.0868009597783514,0.0477973234152104,0.020265874600216,0.1623094266614081,0.0167298977414006,0.0605750370343132,0.0249834157764368,0.0220433169662161,0.0071643924673806,4.7403083172844225,0.043249476383205615
28,1969.0,35,0.0988454624227565,0.064378445029599,0.2007596666337853,0.1748421831276479,0.0763032987892299,0.0194030384401,0.0142755898627258,0.1849674020724342,0.0188459857600737,0.0676685833840279,0.0251517828465341,0.0381489933915358,0.0164095682395488,4.658872410442946,0.034322491714736274
29,1970.0,29,0.1276851341921188,0.0605991881454377,0.1613741164441945,0.1271821527311146,0.0839125741705495,0.0240471445988163,0.0149995530317703,0.1486727789588028,0.0172107070960263,0.0631172923635916,0.0354718859286544,0.1264391940529385,0.0092882782859839,4.927702400854846,0.08716775913166733
30,1971.0,41,0.1198237554160405,0.0531707777640166,0.1641180334182103,0.180251715104146,0.075298427157226,0.0396314312355458,0.0187447840178398,0.153263423084177,0.0353117623864344,0.0512503780100875,0.0561816013915088,0.0390947621692573,0.0138591488455094,4.9881105956838905,0.07173947550361563
31,1972.0,59,0.1212949768704347,0.0589998898820617,0.1603902826030973,0.1339370683129792,0.0841262264642936,0.0291997503841444,0.0227335157623305,0.2087526047989557,0.0165642590741681,0.0564411609458853,0.0320846457321432,0.0373452301676388,0.0381303890018665,4.917746862468804,0.04526395816719057
32,1973.0,51,0.1174082718914451,0.0647882087781065,0.159706944076547,0.1396859065416348,0.1281112442025204,0.0257672098266673,0.0394591753186606,0.1557298829733193,0.0408795598683994,0.0436396545739244,0.0430260805652822,0.0332880114464425,0.0085098499370494,5.0209116065891,0.05595086862834765
33,1974.0,46,0.1302227377723106,0.0530757549390023,0.1686332687136439,0.1358233665892762,0.1068450592521559,0.0256899935546134,0.0305691654003203,0.1734272119636099,0.018616520303486,0.0555379176717452,0.0283131271268079,0.0162121417217806,0.0570337349912468,4.931071135632873,0.08339724616582259
34,1975.0,50,0.1151194750933576,0.0542750514305027,0.1621794784447055,0.1551986293851829,0.0951367929452692,0.0228991842763758,0.0322070094114651,0.1733367482311338,0.0115464609073239,0.0659664864941539,0.0261597787917961,0.0296864555820896,0.0562884490066431,4.953338626502584,0.010288283837902324
35,1976.0,58,0.1055295753656873,0.0560588804573711,0.1781313689526936,0.1599456375089831,0.1056669517864754,0.0191048623871739,0.0263571502329524,0.1786974331374763,0.0236961205441071,0.0523487670998475,0.0320796690780962,0.0296453847242213,0.0327381987249138,4.875892954142886,0.01564855071267064
36,1977.0,50,0.1323795783803799,0.065504420870969,0.1448686431204602,0.1309282954759313,0.1150451180132425,0.0517101094192851,0.0296491916331691,0.1699395799321285,0.0244704683236233,0.0382873407421365,0.0361410184329833,0.030131738888456,0.0309444967672345,5.0930356746777745,0.03214077219914407
37,1978.0,51,0.1334001594989786,0.0615058399147353,0.183853003005773,0.1396907591603087,0.1056556546644211,0.0299081533333662,0.0453520774950355,0.1674335393646095,0.0188957278427014,0.0495219775675844,0.0245893049974846,0.022544569490779,0.0176492336642217,4.85748800674892,0.023368084893665337
38,1979.0,62,0.1155882264683033,0.055026681117908,0.1864444866594276,0.1371769870337439,0.087454218572163,0.0400652058671475,0.0231808777031425,0.1811432571040923,0.0196888892015722,0.0590376887531725,0.0268337917183284,0.0303665066865639,0.037993183114434,4.942381534542799,0.02300994799754175
39,1980.0,44,0.1076906167876178,0.0517527646552004,0.1885081384580269,0.1448443737823824,0.1076306561311044,0.0227927909309054,0.0355427616927105,0.191919018154852,0.0209228719565547,0.0527066097462401,0.0288885644591952,0.0297572481058195,0.0170435851393899,4.79506054341602,0.018083485592797495
40,1981.0,61,0.1394129381696308,0.063983081617916,0.1549749812795558,0.1336792759364766,0.1081862611857476,0.0283778042745651,0.0378529709687537,0.149003535720687,0.0296152388970404,0.0497967413269905,0.0369083448581442,0.0336126281903563,0.034596197574135,5.14664253337777,0.025026162047373724
41,1982.0,56,0.1166695518510396,0.0681657176720242,0.1764105194080135,0.1551737444341223,0.1067659796529045,0.023279886205558,0.0377883592896959,0.1584211867203082,0.0267144839750643,0.0550804410348845,0.030177404353922,0.0316559411059471,0.0136967842965148,4.928467630124625,0.01528776144793538
42,1983.0,84,0.1174237733060708,0.0578039446893123,0.1636906568594767,0.1495357346228322,0.0932448139654741,0.0347843178948649,0.0297441490287714,0.1900993045247369,0.0451649941474952,0.0507358694025941,0.0283115476468175,0.0253639834822084,0.0140969104293446,4.925404759012034,0.01484373603883557
43,1984.0,76,0.1117511229451198,0.0668965790182807,0.1748669782230918,0.1539833027091648,0.0950986735189367,0.0269282811587379,0.04095839181453,0.1613936181491269,0.0235494888610167,0.0549869110927331,0.0317623408789989,0.0405360151826169,0.0172882964476449,5.002313948241199,0.01723970766026439
44,1985.0,83,0.1161900901617544,0.0749190613199111,0.1622254219698076,0.1426337032845346,0.1226645452247524,0.0259354872645336,0.034154526973138,0.1508548165315673,0.0340125493892478,0.0375508397819356,0.0297318215786047,0.0422734389829459,0.0268536975372661,5.075270557022732,0.013592167476016544
45,1986.0,76,0.1098392466213837,0.0631469923697684,0.1868504482601438,0.1441545720991749,0.1159624832463665,0.0272962069817692,0.0330670912075534,0.1495716010598207,0.0252968007314096,0.0480123718979281,0.026360401854826,0.0412005669011045,0.0292412167687501,5.00737362355481,0.006068385299338014
46,1987.0,98,0.117073411997074,0.068593474097452,0.1729487339167374,0.1517847580038802,0.1098286176940254,0.0249051021786937,0.0293304810970128,0.1718016026779683,0.0153516492296112,0.054996067057491,0.0241078508358463,0.0246281731602367,0.0346500780539699,4.8784143040712955,0.010492262999966431
47,1988.0,75,0.1057276522813881,0.0527912575187055,0.1743078012956288,0.1717211773546432,0.0943449748610314,0.0378912411084258,0.0297928317212239,0.1733057826672028,0.0256250380325865,0.061652605623633,0.0265373585611093,0.0218743510691753,0.0244279279052455,4.8951313316253575,0.013084034449646807
48,1989.0,90,0.1209241886365953,0.0681454085900813,0.1818384839769526,0.1702985331346078,0.1055539336768036,0.0229054482327395,0.0231245201188533,0.1488004891209177,0.0366119486798921,0.0574712303272554,0.0264290500257419,0.0208046817232135,0.0170920837563448,4.842570006956133,0.013460229608377668
49,1990.0,93,0.1068603144951352,0.0620918999799766,0.1905867352868226,0.1466068379247298,0.1049214695390154,0.0264932221464118,0.0240271542863517,0.183114014761721,0.0129209945594591,0.0543861466835243,0.0299148156596949,0.0325822894351761,0.0254941052419807,4.812431885443629,0.022203859284301165
50,1991.0,101,0.1272240504641605,0.0621264951464474,0.1899673994485939,0.1570986902104804,0.0893966492787536,0.0267726615695492,0.0237219338056444,0.1667420353772356,0.0146245492035368,0.0570668756267006,0.0223877603500669,0.0327015449416349,0.0301693545771947,4.820497400982969,0.005779116116704456
51,1992.0,98,0.1178045812665805,0.0723337778928427,0.1989145307559757,0.1512199204985414,0.0929129464969697,0.01699020335143,0.0241414934823357,0.1677613025210925,0.0317198206623069,0.0668866292031193,0.0221690824591451,0.0235464103831273,0.0135993010265321,4.755974054121216,0.0190239606966362
52,1993.0,123,0.1153117535526713,0.0643942506079249,0.1931391073292603,0.1447788463689785,0.0934887327003095,0.0249548896763209,0.0248861265576864,0.1725367327179041,0.018609606270393,0.0610700021669801,0.026653182774528,0.0317625915834735,0.0284141776935685,4.87048392814244,0.013698467046630695
53,1994.0,127,0.1243836063152531,0.0684694457731824,0.1860279681743399,0.1401414170755387,0.1231882570914612,0.0244186264702647,0.0396445311798995,0.148529936462491,0.0398714761345662,0.0406143348338106,0.024891286401502,0.0334567397668518,0.0063623743208379,4.881412525051972,0.036070806883117555
54,1995.0,134,0.1302510335793865,0.0651192854526387,0.2029040487791528,0.1437220561161649,0.1049207831367343,0.0249803190746451,0.0301343974895866,0.1652719897778016,0.0146908222996493,0.048763917187409,0.0219776214559004,0.0272417008160609,0.0200220248348688,4.747739916849206,0.025965427065219635
55,1996.0,154,0.120812747855616,0.0739410346300415,0.1947533030756854,0.1438261208110648,0.1199124778869765,0.0239845233968586,0.0322063063592399,0.1468027438899145,0.0266984596888601,0.0463886436437962,0.0218778815041104,0.0362023357258884,0.0125934215319468,4.855402312198099,0.01019920926188283
56,1997.0,158,0.1161026597417951,0.0634893013879511,0.1999087245630752,0.15184490899483,0.1133558176020733,0.0261802933236533,0.0290153014645827,0.1546224488930574,0.0241164180910332,0.0456589681581849,0.0245740099898234,0.0310594528940646,0.0200716948958746,4.8390331390384365,0.004361145399178207
57,1998.0,172,0.1134452503373909,0.0694159909545191,0.1796891151749924,0.1371372983516887,0.1005180252506055,0.0253028859902911,0.0358491354895235,0.174050818637128,0.0266721748313685,0.0522732986343527,0.0246800786829735,0.0370786315215115,0.0238872961436536,4.97345693675118,0.006265001534288142
58,1999.0,205,0.113480460568372,0.0675940061987805,0.1875426752219635,0.1453159498018882,0.1088614437036443,0.0256653371284033,0.0347071440921219,0.1678775836280283,0.0209655811199709,0.0459762767635602,0.0258362243909858,0.0395982823307483,0.0165790350515317,4.883127213021364,0.003320044004728133
59,2000.0,173,0.1265815373457424,0.0630964242719668,0.200157079494183,0.1352027700750681,0.0987249368205216,0.0221299519267257,0.0263586908853606,0.1806302123118595,0.0172513097808226,0.0504222053246294,0.0266540234052216,0.0343684882700644,0.0184223700878332,4.7669667175794626,0.005000517656257718
60,2001.0,197,0.118336458382553,0.0709736666527374,0.2014282708260132,0.1435830390228449,0.1118056690900662,0.0251545573297632,0.0306670836559958,0.1653822211868073,0.0235527098133797,0.0491772278142973,0.0217882090402139,0.0289908015491912,0.0091600856361357,4.754322807880783,0.007858762933187612
61,2002.0,204,0.1259053491748687,0.0730461842475984,0.20247944477548,0.1361107029612248,0.1013724510763182,0.026207544567601,0.0297837235983876,0.171491865066856,0.0301065553300508,0.0478867441348157,0.018211171154415,0.0217474463629311,0.0156508175494516,4.768820753146015,0.005166290508363443
62,2003.0,215,0.1172962711821616,0.0683129157216348,0.2027641131249991,0.1415487395400473,0.0992140962552897,0.0261541645441041,0.0267172344010379,0.1798161594816404,0.0170096437116309,0.0540759536698934,0.0233777901848207,0.0318701017967622,0.0118428163859767,4.730742487258109,0.007955321219359796
63,2004.0,224,0.1218340438175011,0.0784110654503451,0.2026678234814771,0.1352316623948171,0.1031074290805355,0.0269826297857497,0.0288851318998779,0.1697511216218012,0.0249320688432398,0.0523935288401579,0.0185447508296521,0.0254851365069285,0.011773607447916,4.7621834625970685,0.004265910949992247
64,2005.0,271,0.1176589874862442,0.0774388246840968,0.2065889577718064,0.1459400869341775,0.1027261854964547,0.025957300274666,0.02703067108334,0.1581436257257243,0.0240983722106588,0.049505542018758,0.0232086631736879,0.028750446676691,0.0129523364636938,4.785348541033611,0.0019126295982681482
65,2006.0,276,0.1158623220319372,0.0793024305575833,0.1983774171408766,0.1331010766083262,0.1045330004647435,0.0267469087873145,0.0306442557561644,0.1589820400575991,0.0375671701537303,0.0509926599460796,0.0226899470551384,0.0312323268630972,0.0099684445774089,4.881253443111093,0.004761141777575053
66,2007.0,286,0.1184437502162975,0.0824186206744431,0.2022837286349728,0.1385852301762159,0.1033445166066914,0.0247495921987562,0.0247995662492121,0.1684064152409943,0.0237470767649414,0.0449207765962707,0.0191251553187627,0.0331417270368558,0.0160338442855854,4.777915804094859,0.006405610845239131
67,2008.0,275,0.1306267754078434,0.0846618198588199,0.1938033067939988,0.1251349437697028,0.1040671715491841,0.0280389400449587,0.0287211224816115,0.1625285010343263,0.0349609496049543,0.0475967139758247,0.0199808816361439,0.0276492744353924,0.0122295994072383,4.854711419252222,0.005481910640031125
68,2009.0,307,0.1276500443865492,0.0771454707905465,0.2122191697478582,0.1353675913263563,0.0939653987160434,0.028234432551246,0.0232681277504346,0.1637098105181952,0.0269575590708936,0.0514057012372319,0.0202635129571878,0.0274267901906922,0.0123863907567644,4.752847511526133,0.0038476257684904283
69,2010.0,295,0.1350964060753609,0.0703463883239916,0.2168082006981986,0.1335472990113612,0.0938877675674065,0.0303279880516666,0.021791056651555,0.1704600762759095,0.019393333301505,0.0490621068029084,0.0194980384311731,0.0190723417049041,0.020708997104059,4.683248009234767,0.0058377193705448
70,2011.0,363,0.1370899628033138,0.0725604373156216,0.2153854136487417,0.1297589400383685,0.087812392078971,0.0275637497454569,0.0204224208318429,0.1740039406232149,0.0240959043571172,0.0535154246124606,0.0188965317896358,0.0217805388054702,0.0171143433497843,4.688698433392042,0.0017696128550003403
71,2012.0,320,0.1340320608949467,0.0714817646898976,0.2147230946827431,0.1262922445925245,0.0900526882441678,0.0277935487419042,0.0242414859312634,0.1793901707239445,0.0348602999255541,0.045953103897743,0.0169893902584815,0.0151821977304741,0.0190079496863543,4.694779832740688,0.004529794771284588
72,2013.0,343,0.1425867894316927,0.0678318319388944,0.2207028994843416,0.1228921326247342,0.0927510049890183,0.0274893724678514,0.0222206721057108,0.1764839086303512,0.027819802656469,0.0467078027871267,0.0192038525538686,0.017460263787942,0.0158496665419986,4.64741514841939,0.0019930574445551014
73,2014.0,327,0.1508510393867502,0.0663806460197997,0.2140704653889338,0.1204602944050808,0.0930105190053144,0.0304634112144424,0.0247882437070039,0.169694448934825,0.0326345921076707,0.048082511519978,0.0125478366446102,0.0252836319837309,0.0117323596818591,4.684498500006876,0.004662779905883812
74,2015.0,354,0.1509985249927671,0.0700014200428883,0.2152353468041764,0.1144120025120171,0.0981567165240444,0.0321825761859781,0.0237453223086512,0.1735381342865229,0.01933340959728,0.0437776576120963,0.0178386968844866,0.0264324004305582,0.0143477918185328,4.670044381495984,0.005168600932979294
75,2016.0,321,0.1531391411561298,0.0659032945192846,0.2129899139362644,0.1097168899564569,0.1065916761154423,0.0333261616528513,0.0245091818250831,0.161168946745272,0.0351153655133905,0.0391796223096313,0.0175349501343691,0.0259771982623112,0.0148476578735123,4.751128005569391,0.006523880378693472
76,2017.0,355,0.1473899047818894,0.0611128098891577,0.206930939944021,0.1107703153264073,0.0990207421075763,0.0316304590598662,0.0203001148418745,0.1830562139179921,0.0348288879139829,0.0395305040805442,0.018353854119379,0.0300520078555264,0.0170232461617826,4.7356874228457535,0.0029842045821445546
77,2018.0,328,0.1525489752331787,0.0664128594699907,0.20888464382505,0.116277185216616,0.1018175768999451,0.0306810377139225,0.0216610080566181,0.165589540891529,0.037188385644355,0.0358875029523108,0.0181387759253691,0.0256941416599336,0.0192183665111809,4.7539196354631885,0.0021368645859152695
78,2019.0,317,0.1542431832043602,0.0586327098156536,0.214939876510773,0.1183592211732951,0.0950743626015091,0.0283355436028904,0.0223044117854558,0.1690202332365458,0.0250850188127953,0.0406632048981278,0.019305544922862,0.0315367868501088,0.0224999025856219,4.726937706598338,0.0044071130069919945
79,2020.0,317,0.1454308204446589,0.0599704552306289,0.1997360098412351,0.122709694480639,0.0884064083372803,0.0314203962222691,0.0207442305970692,0.1876371752225213,0.0262868836348133,0.0394943592728498,0.017263266231486,0.0323251925416274,0.0285751079429213,4.762546518554694,0.0032708836196758333
80,2021.0,274,0.141750201001558,0.0586931716998482,0.1783692495031593,0.1142982110703926,0.1067099468325117,0.0293516451451009,0.0215177185014768,0.184688563631865,0.0344467962733046,0.0382761235596689,0.0185229667296522,0.057514286332496,0.015861119718965,4.858229145818266,0.015968440518642123
