,year,total_works,topic_1,topic_2,topic_3,topic_4,topic_5,topic_6,topic_7,topic_8,topic_9,topic_10,topic_11,topic_12,topic_13,topic_14,topic_15,topic_16,topic_17,ENI,KL
1,1974.0,1,1e-09,0.1851851851851851,1e-09,1e-09,1e-09,0.074074074074074,1e-09,0.074074074074074,0.1111111111111111,0.037037037037037,1e-09,1e-09,1e-09,0.3333333333333333,0.037037037037037,0.1481481481481481,1e-09,3.568335262953022,11.805335073857012
2,1975.0,2,1e-09,0.05,1e-09,1e-09,0.05,0.1,0.05,1e-09,0.75,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1.8600996405026056,3.1694538958011584
3,1976.0,3,0.0140845070422535,0.156338028169014,0.0140845070422535,0.0234741784037558,0.0328638497652582,0.0943661971830985,1e-09,0.0046948356807511,0.4995305164319248,0.0046948356807511,1e-09,1e-09,0.0708920187793427,0.0093896713615023,0.0661971830985915,0.0093896713615023,1e-09,3.216180979376817,3.7373472766992544
4,1977.0,6,0.0930973266499581,0.1104845446950709,1e-09,0.0119047619047618,1e-09,0.0598719019771651,1e-09,0.0238095238095237,0.5756404901141743,1e-09,1e-09,0.0087719298245614,1e-09,1e-09,0.0512566137566137,0.0087719298245614,0.056390977443609,2.8091797355936183,1.3554207410255632
5,1978.0,3,0.0277777777777777,0.2253968253968253,0.0138888888888888,1e-09,0.0138888888888888,0.1083333333333333,0.0333333333333333,0.0138888888888888,0.3321428571428571,1e-09,1e-09,0.0138888888888888,0.0277777777777777,0.0809523809523809,0.061111111111111,1e-09,0.0476190476190475,4.033464580757689,2.9947408776803135
6,1979.0,3,0.1005809731299927,0.1815541031227305,0.0123456790123456,0.0344952795933187,0.0123456790123456,0.0762527233115468,0.0319535221496005,0.0468409586056644,0.3213507625272331,0.0123456790123456,1e-09,0.0123456790123456,0.022149600580973,0.0617283950617283,0.0319535221496005,0.0098039215686274,0.0319535221496005,4.627105149163609,1.006897398040818
7,1980.0,7,0.1255009927826889,0.1757083547165054,0.0079818483853976,0.0536769042812005,0.0296757690136115,0.081412530885612,0.020845567900746,0.0355875303059472,0.2683424559895423,1e-09,0.0016496205872649,0.0298273943576828,0.0764154263436981,0.0235461633298025,0.0265389268615636,0.009828265814652,0.0334622484440837,4.850333228723869,0.1250876303865235
8,1981.0,19,0.1045546731279996,0.1800779400636191,0.014527367930397,0.0289513052714552,0.0260773857755645,0.0774857999166404,0.0205817572761997,0.0404653815423368,0.3498344270074111,0.0051514759822656,0.0024023963652446,0.0106117169008707,0.0440356699999419,0.0270775056991062,0.0293760485639777,0.0155542753294086,0.0232348732475601,4.469630288606658,0.11737907019937127
9,1982.0,38,0.1100847822285103,0.1926817145382026,0.0103682021915591,0.035626041308868,0.0206250538131035,0.0756845257989879,0.0090137457524435,0.0405942467805695,0.3559763116343913,0.0016186785696767,0.0038672271741102,0.0135470782849879,0.0269761086573304,0.0162455613123471,0.0178061930762943,0.022620852714256,0.0466636761643606,4.278107811360384,0.028720417120717018
10,1983.0,28,0.1150951079856938,0.2014017630211848,0.026780603510427,0.0710614917376082,0.0353652282027885,0.0685124265472548,0.0215662412267168,0.0432776718362227,0.2629731854186458,0.0055246100021437,0.0030536820581682,0.0050853857973063,0.032775997951816,0.0182250855738827,0.0367473495687061,0.0155544844720292,0.0369996850894046,4.906170593593524,0.06448651073220213
11,1984.0,25,0.1091793209799634,0.1708145213884917,0.0411279614943376,0.0678596971347259,0.051687024704439,0.0625286789089443,0.0190699209264838,0.0422295973894147,0.2452988573986488,0.0036144095135094,0.0033430234549189,0.0239622258571446,0.0234573548059898,0.0257872130886212,0.0281776630414772,0.0181585498039973,0.0637039801088911,5.269676845830403,0.04102725773879029
12,1985.0,26,0.1361455833156753,0.1968474241369303,0.0284659331488998,0.0687627595597837,0.0530213795929177,0.0765520478182843,0.04128001768046,0.0317543699074055,0.1875096383654319,0.0099982372135087,0.0130397356792472,0.0130236082525577,0.0402185686922423,0.0117562758292365,0.0303366808365952,0.0343883858664173,0.0268993541044054,5.441842561689059,0.071141102123118
13,1986.0,30,0.1391695337229233,0.2147911647325036,0.0328058976052184,0.0745379845078286,0.0552628006770609,0.1024578142660595,0.0388321948424676,0.0274144311153572,0.1202219826411035,0.0095288963633646,0.0091997141908816,0.0123103401267257,0.0455203929959918,0.0256217792331545,0.0404242603090225,0.026577463334855,0.0253233493354803,5.573824261966248,0.02923890541624511
14,1987.0,57,0.159634198961524,0.2038951472690696,0.04345091415069,0.0639174671037297,0.0439329713690705,0.0703175814927938,0.0465458830658489,0.0308955654757341,0.1445532477400455,0.0074415202907741,0.0075746218004707,0.0123814577807224,0.0354913111363477,0.0390014616988201,0.0366688241066246,0.037689326938492,0.0166084996192412,5.53511899999602,0.022788596374590023
15,1988.0,37,0.1586566588131702,0.2006252317484707,0.0429319958320657,0.0768974581786277,0.0388177567261137,0.0695353742013572,0.0418875516570091,0.0430582767830319,0.1457236776142165,0.0070878503078936,0.0052688618646281,0.0257541227818518,0.0371228219938862,0.0335866518722596,0.0125958467094895,0.0389016815207275,0.0215481813951999,5.519582508417091,0.021586519240874274
16,1989.0,63,0.1328039191933846,0.2171356355067333,0.0396198053934718,0.0632111082067695,0.0564341514772309,0.0737987315465502,0.0459533983689766,0.0397933574228933,0.1237500906740208,0.0070464133623043,0.0073676886598554,0.0219880369996632,0.0409831376585844,0.0386406187399651,0.0166270223802151,0.0377344583258251,0.037112426083555,5.6996326255014305,0.01644904645739736
17,1990.0,82,0.1492073999259086,0.2655225377940723,0.0337227364861435,0.0688912536141404,0.0428945371149807,0.0637601379981329,0.0386946848857956,0.0480719871093031,0.1160605637740819,0.006164702586113,0.0070062428981274,0.0187668822470128,0.0341694953747533,0.0230621241467236,0.0130011828315914,0.0374077421245407,0.0335957890885778,5.289963381517858,0.016052570463555554
18,1991.0,81,0.1700977145114502,0.2543529426913803,0.0324499975070408,0.0738542782456844,0.0427869516510655,0.0671586105252481,0.0459003404411041,0.0500751886626637,0.0973403728818088,0.0062060904212121,0.0079113179025621,0.0205062582250796,0.0255473694469819,0.0241776356297782,0.0063519025193013,0.0462134648515717,0.029069563886066,5.270130044560049,0.008933662190470388
19,1992.0,104,0.1619408238929069,0.2474676522691813,0.038806799314241,0.0716168483118743,0.0434812579078193,0.0715838243049033,0.0398277008329419,0.0353553815365597,0.1081588850057178,0.0073663264088913,0.0086481194798338,0.0159064037385664,0.0300310745993991,0.0323823217203523,0.0124867667412166,0.0434020330452759,0.0315377808903181,5.377283977886654,0.00929378622693552
20,1993.0,137,0.1507208053687162,0.2335015530996621,0.0486186689780835,0.0914510703176186,0.0491955688013352,0.0591647465515725,0.0528283233472462,0.0426678747358206,0.0775226273909781,0.007139282248216,0.0105116103249968,0.018844883362353,0.0401740369223525,0.0300163109725475,0.0224910805849495,0.0366206731359305,0.0285308838576199,5.6356155782394515,0.0194477871798339
21,1994.0,109,0.1459356938080003,0.2339987734807851,0.0485101515427887,0.0903134509278185,0.045493169800944,0.057885229462614,0.0498382567585923,0.0488534604979205,0.0743883828987231,0.0073885022125394,0.0099934596704781,0.0161918734119923,0.0355663700637931,0.0338325729972372,0.0279803699030029,0.0372636494844029,0.0365666330783663,5.681850585192893,0.0032064318761827974
22,1995.0,123,0.1499084881046224,0.2190736482834815,0.0478832716760093,0.0995572698984993,0.0567249232889429,0.0541661914347435,0.0606735348458385,0.0516480001051351,0.066988934110308,0.0073429801172641,0.0103438335990165,0.0134701013826939,0.0374313041754875,0.0326241952440027,0.0201084930365655,0.0399475774168241,0.0321072532805639,5.6993644176831415,0.005894432566860069
23,1996.0,117,0.1204523587581087,0.1941789573625988,0.0522550840858489,0.0994622354531919,0.0535878080522179,0.0653118174743793,0.0587204258558941,0.0798522891714174,0.0456483500422036,0.0078224360689608,0.0213758565385616,0.0229570333943177,0.0383736529604707,0.0301835192430861,0.0242038212316636,0.0462887658102209,0.0393255884968564,6.055906012286056,0.025370486217786516
24,1997.0,113,0.1357196911576691,0.2093628786625689,0.0543071013481268,0.1008703708219256,0.0454666744920472,0.0538914602903096,0.0573004214918597,0.0664843171061067,0.0582227437919051,0.008314464203252,0.0128206644224453,0.0273591526269686,0.0383499722754305,0.033441954410775,0.015496292503648,0.0466579223901443,0.0359339180048161,5.878754362813757,0.010598569553393378
25,1998.0,108,0.1326691588636754,0.1896033105831985,0.0570620894236024,0.1092542120297166,0.0430751052100452,0.0517393513025201,0.0813221121268657,0.0759462545346677,0.041127276444959,0.0060209308229914,0.011761565291299,0.0218395126924352,0.0427677867514867,0.0326172785887102,0.018224410085563,0.0485577500848332,0.0364118951634294,5.904544764798597,0.010923899695704864
26,1999.0,131,0.1335507342262809,0.1988629629008165,0.0618847338614226,0.1092312818788835,0.0438727390890695,0.0541016508113325,0.0702528496266584,0.071811758074874,0.0405312852449951,0.0080509514738413,0.0133709103679296,0.0232051151958999,0.0325702768695721,0.0400884932412389,0.0091116330632778,0.0525616144379689,0.0369410096359371,5.850451423421297,0.006933457532536534
27,2000.0,118,0.1291022459768418,0.1921053434242556,0.0677110917256655,0.1042692257401991,0.0458644413680807,0.0589897541862637,0.0616054427736208,0.070430011501002,0.0465693851498165,0.0087079275007562,0.0150969326290483,0.0239726925904398,0.0286538410534946,0.0455132254485456,0.0061326859638158,0.052532307694913,0.0427434452732395,5.92240417391859,0.0035554420964313315
28,2001.0,127,0.1489844334506428,0.2239942304662308,0.0553639771666136,0.115694782948272,0.0490115895773292,0.0486461903045071,0.0704553112472412,0.0579475812128085,0.0361373890586069,0.008898958876776,0.0114075293076325,0.0239210303371954,0.0412519464748026,0.0368563427162484,0.0061873362554521,0.0403363129588836,0.0249050576407562,5.593608936557282,0.019634596704644985
29,2002.0,115,0.1431061440982075,0.1932135163808635,0.063824894751236,0.1108634712346053,0.0450668804129273,0.051592137796758,0.080206722506199,0.0697789907346478,0.0261701598380103,0.0101270799956797,0.0131874733703557,0.0305926561132273,0.0312873276417451,0.0472456859315754,0.0100576247206942,0.0487048011960214,0.0249744332772453,5.81555275473628,0.012160742097815595
30,2003.0,145,0.1192609353331957,0.2055702389891634,0.0528898486814264,0.1231778688986258,0.0526028339859321,0.0551872756371284,0.0757281372174907,0.0736473404127546,0.0289820269681041,0.0086545184930925,0.0117249086750927,0.0325859640341292,0.0343313618596365,0.0344695198166579,0.0092166397139581,0.0524139196767614,0.029556661606849,5.798376449379203,0.008131327188567676
31,2004.0,146,0.1352340026299653,0.1939220217833945,0.0527635658414141,0.1154251659855619,0.0490642345006702,0.0535012253812831,0.0764277930050085,0.0721335407664349,0.0377667791487749,0.0106314459926769,0.0150032970910214,0.0370693119045096,0.032713035809286,0.0342615094230558,0.0078400422941968,0.0459619885586121,0.0302810398841324,5.8725425790662715,0.004488817938151653
32,2005.0,145,0.1262451577196401,0.1922501937188781,0.0588664060200758,0.1161143199699036,0.0515807781014706,0.0507539151531492,0.0823767844127896,0.0746761309365016,0.0364744146333389,0.0075197413264889,0.0132078419504469,0.0321580560511579,0.0412405404831,0.0346298900252554,0.0101693953180127,0.048110792431393,0.023625641748396,5.868307118483641,0.004228152419176265
33,2006.0,144,0.1292246434369869,0.1922303466946628,0.0587961009262697,0.1178762176645128,0.0457849209576447,0.0465387952021053,0.0742734564310973,0.0751387607466704,0.0394152931707068,0.0092784627593913,0.0136843509666012,0.0390793535473457,0.0359493783010332,0.0393108881979968,0.0098315966140857,0.041739946809437,0.0318474875734511,5.9072437013296515,0.004386422006569843
34,2007.0,159,0.1486125851558195,0.2062510293874387,0.0549839297528314,0.1005408679095605,0.0485720856430521,0.051910470722632,0.0671463313359597,0.0629361811916074,0.0587133019690033,0.0091120983894992,0.0152291575950804,0.0297559886241601,0.0353060644649554,0.0353364724552217,0.0067625185115499,0.0461938698967479,0.0226370469948793,5.778129396230819,0.013002520552375595
35,2008.0,172,0.1360053054292295,0.2074742781724201,0.0698640006721171,0.1051280119974558,0.0466715592271153,0.0596102480369853,0.065235359129935,0.059946758188497,0.0537225660601221,0.0072986755357189,0.0178882691048435,0.0237355302699238,0.0300092099069748,0.0415518482452647,0.0067079517507016,0.0450463865502371,0.0241040417224572,5.785507501973256,0.005476137749100795
36,2009.0,241,0.1179461424245588,0.1937546083976471,0.063580411380071,0.1071629807023373,0.0494032696012286,0.0597634626188048,0.0653356317470403,0.0685572799109816,0.0523280217458831,0.0075129065723599,0.0195217950151585,0.0248817986520534,0.0415437598743847,0.0398294179414536,0.0109604396566581,0.0485268250922888,0.0293912486670888,5.995755063510825,0.006636582945801688
37,2010.0,227,0.1071752999500709,0.1783493834427919,0.0647807476469199,0.1183525067976201,0.0494937944109806,0.0607274348454117,0.0784278588201862,0.0693233372853217,0.048891794026851,0.0093197403015927,0.0132057911218447,0.0253276040015108,0.0534526714139476,0.0397906213587528,0.0070768535159368,0.0499111214881546,0.0263934395721049,6.008734955624205,0.006961653744111851
38,2011.0,229,0.1168782932513753,0.1697058764506646,0.063652139051015,0.1074859829002512,0.0465997233450159,0.0605358571483322,0.0663985792168679,0.0731210409849891,0.0610890100879017,0.0096967673502013,0.0153810295812538,0.0265578950852801,0.0530479494882873,0.0395570394825039,0.0059423246103753,0.0541465283873545,0.0302039635783294,6.083288782312555,0.004478337061204635
39,2012.0,257,0.1101676130767675,0.1755511324508397,0.0603229985050284,0.1254595753705846,0.0506069535723918,0.061489151146322,0.0843335838534145,0.06885220176812,0.0414710359682824,0.0095700857133635,0.013473687201048,0.021080706798977,0.0642791863117044,0.032607067418818,0.0075207802915822,0.0502801087154058,0.0229341318373488,5.942743013013485,0.011681235740363066
40,2013.0,270,0.0929838191171027,0.1728124716156811,0.0529491920220494,0.1400571716079512,0.0575106368007398,0.0612746725692052,0.0806032959040819,0.0684758076025743,0.0382487782822526,0.0097378162743126,0.0109941717704343,0.0261806057850509,0.0730523172865733,0.0302419067993249,0.0074627018392238,0.0448972386784596,0.0325173960449812,5.963641867199466,0.00693815353162636
41,2014.0,317,0.0990681258733716,0.1638669755573716,0.0642264200614437,0.1179089147687383,0.0466437717063737,0.0652755492705222,0.0716115697502146,0.0644517071319974,0.051751762799694,0.0106695774030064,0.0143274293929607,0.0206818611324718,0.0727057031889815,0.0394133070250139,0.011212199973605,0.0547088921880557,0.0314762327761769,6.145010092163162,0.011646872820549228
42,2015.0,392,0.0771574695687644,0.1586164839386156,0.0591577649483422,0.1238106875391433,0.0494314072512507,0.0717576589352237,0.0788034216144125,0.0657897665037142,0.0406369647711457,0.0110577289467316,0.0140484869341961,0.0208149655502756,0.0949488885298036,0.0354161926293008,0.0108287360624742,0.052018332905436,0.0357050433711684,6.133470409878588,0.00877316457426793
43,2016.0,435,0.0795522546748561,0.1703209752704256,0.0533257561576327,0.1259199843517963,0.0438135052575122,0.0678199165346306,0.0789871096398224,0.0661697859129177,0.0510854089608913,0.0094059194222375,0.011787486944598,0.0177777326512877,0.1006299766336935,0.0334407992250261,0.0071208543400583,0.0483848268208167,0.0344577072017964,5.988306546773675,0.004111720303441249
44,2017.0,447,0.0797653890201331,0.1580489184295368,0.0540890348776161,0.1200267180427794,0.0497069700274864,0.0703484689600984,0.0750682145879816,0.0646203313314677,0.0527259679883689,0.0109270067357588,0.0114683868256564,0.0227854119923628,0.0968534474537707,0.040084482781566,0.008852631557783,0.0522270577058613,0.0324015616817718,6.13454348088665,0.003035222867322842
45,2018.0,404,0.0770377425930161,0.1639122917343091,0.0560031366145626,0.1169422276007675,0.0545618592805891,0.0683744384882091,0.0798942505454514,0.0625588812709427,0.0520731634390987,0.012453020249018,0.0120576637099423,0.0190503057304043,0.1050652202701057,0.0372833852625207,0.0075513688608639,0.0476886931727125,0.0274923511774849,6.067514929830679,0.002251174222529578
46,2019.0,362,0.0792543050601675,0.1670587027860278,0.0518989955718732,0.1237018108382939,0.0482051632684665,0.0665503630785252,0.0814138744330333,0.0743921936071364,0.0475138141987382,0.0094358570953832,0.0115771070348674,0.0194643725408552,0.107647450091993,0.0320497105906506,0.0082182559287082,0.0461504496097759,0.0254675742655032,5.971416959426231,0.003053149947435906
47,2020.0,283,0.0790674815142263,0.1628377062235173,0.0581066020318568,0.1279703604230914,0.0487196710145361,0.0675459312428009,0.0766845415162312,0.0563888710877043,0.0484461195591087,0.0096218862757087,0.013029121746402,0.0179297266006787,0.1275232705581,0.0313467396169102,0.0076288918449873,0.044874305052392,0.0222787736917469,5.918975224153925,0.00516115325660883
48,2021.0,254,0.0797135585410402,0.1667591767941985,0.0540241152986722,0.1172018266114476,0.0489681544290105,0.0719390465694656,0.0756251756042935,0.0559235199233675,0.0508253304617372,0.0100861286007022,0.0138930492412895,0.0138568680821491,0.1274333951057166,0.0382914404950186,0.005190773706074,0.046483775058347,0.0237846654774687,5.920261773391554,0.0026470040014633057
